age,income,credit_score,loan_amount,debt_to_income_pct,num_dependents,years_employed,account_balance,num_prev_loans,monthly_expenses,gender,employment_status,education_level,loan_purpose,region,marital_status,application_year,loan_duration_months,application_date
69,86622.45,745,8218.77,9.22,3,,2666.46,1,23395.61,Female,Full-Time,Master,Home,North,Divorced,2017,36,6/8/2017
22,41751.7,714,12414.43,29.41,,0.5,27745.48,9,10397.3,Male,Full-Time,Master,Education,West,Single,2022,36,22/2/2022
31,46551.01,642,15442.85,29.69,6,6.2,1311.76,5,,Male,Full-Time,Bachelor,Car,East,Married,2017,36,5/7/2017
42,140733.06,576,8449.2,31.53,6,5.6,3697.4,6,30105.61,Male,Part-Time,Master,Car,Central,Married,2016,48,4/6/2016
33,59180.63,572,11298.44,40.57,2,3,5755.43,6,19189.11,Male,Full-Time,Master,Personal,North,,2020,36,17/9/2020
33,55743.97,711,27342.99,25.9,5,13.8,5240.73,8,15449.03,Female,Part-Time,Master,Personal,East,Married,2013,60,7/6/2013
66,312170.22,648,8184.27,15.09,,6.4,2461.61,2,86481.34,Female,Full-Time,Master,Home,North,Married,2015,60,6/12/2015
52,150991.63,746,19281.38,32.54,4,0.5,,5,26157.65,Non-Binary,Self-Employed,Bachelor,Medical,North,Single,2012,36,23/7/2012
22,75760.87,758,20827.35,24.53,,8.6,4298.31,0,18885.16,Female,Full-Time,Bachelor,Car,East,,2023,36,15/4/2023
71,96815.61,640,21654.24,46.56,5,11.5,,9,21420.48,Male,Full-Time,Bachelor,Personal,South,Divorced,2015,12,14/1/2015
19,77505.43,697,3712.99,32.36,2,0.7,2650.17,5,30545.49,Female,Retired,Bachelor,Personal,West,,2014,48,10/12/2014
66,53441.87,736,18912.95,28.57,0,17.4,3235.06,6,17525.72,Male,Full-Time,Bachelor,Business,East,Married,2016,84,15/8/2016
61,22892.73,618,4176.09,34.04,,4.5,108419.99,5,4385.47,Non-Binary,Full-Time,High School,Education,East,Single,2022,48,23/12/2022
50,60327.61,730,17979.06,7.75,1,3.9,1271.37,5,13925.68,Female,Self-Employed,,Home,Central,Married,2021,60,5/5/2021
67,79359.28,584,4318.4,41.92,3,1.3,3082.57,4,,Male,Full-Time,High School,Business,West,Married,2024,60,28/9/2024
74,25665.95,564,3988.34,12.84,5,9.5,2146.44,5,5179.44,Female,Full-Time,Bachelor,Home,West,Single,2010,48,28/9/2010
50,,536,26652.21,6.37,1,3.7,21138.12,9,24525,Female,Retired,PhD,Home,South,Married,2021,24,15/1/2021
53,27982.3,544,18778.55,62.15,2,9.9,5143.96,0,,Male,Full-Time,Master,Business,Central,Married,2015,24,25/12/2015
37,42775.87,438,1740.83,16.67,2,1.5,1732.43,2,7370.64,Male,Part-Time,High School,Home,West,Married,2014,24,26/3/2014
53,41451.42,712,8404.9,12.13,3,12.6,923.29,1,9599.74,Female,Full-Time,PhD,Education,West,Single,2010,48,10/3/2010
31,33114.22,659,6719.09,28.6,4,16.5,4212.94,7,6712.11,Male,Self-Employed,Master,Car,Central,Married,2013,84,18/1/2013
24,43690.63,764,5962.32,24.9,4,19.9,1227.47,0,8240.42,Female,Unemployed,Bachelor,Car,North,Married,2014,36,10/7/2014
72,27457.38,766,9582.11,62.79,5,5.6,3466.32,9,6649.25,Female,Full-Time,Bachelor,Personal,Central,Divorced,2023,24,25/10/2023
26,15823.2,711,17584.93,7.28,1,0,22264.36,5,,Female,Retired,High School,Business,East,Married,2012,84,13/3/2012
21,38789.06,765,16887.03,11.64,5,1.3,8302.85,5,7115.94,Male,Unemployed,Bachelor,Car,Central,Married,2020,36,25/8/2020
62,36515.65,721,6729.11,22.72,5,3.9,4375.01,7,11129.39,Male,Unemployed,High School,Business,East,,2015,48,5/7/2015
23,87419.72,571,9298.05,21.57,5,11.2,32251.94,3,,Female,Full-Time,High School,Home,West,Married,2021,84,22/8/2021
45,88706.1,576,25203.71,44.88,3,4.5,2313.06,7,18490.92,Male,Retired,High School,Home,Central,Single,2011,36,1/7/2011
57,47033.04,712,33485.19,63.16,1,4.6,1482.98,3,11687.45,Male,Self-Employed,,Business,South,Married,2017,48,4/1/2017
68,21634.77,731,13405.13,17.54,1,18.3,8984.54,2,4397.38,Female,Part-Time,Bachelor,Personal,Central,Married,2016,48,23/11/2016
59,,669,9993.68,3.4,4,2.8,9340.31,9,25518.71,Female,Full-Time,PhD,Medical,Central,Married,2023,36,8/1/2023
45,96753.47,768,7429.89,21.63,6,7.7,3851.87,5,22155.32,Female,Part-Time,High School,Home,North,,2012,36,6/3/2012
64,52704.98,539,23563.61,21.81,0,6,1444.52,5,12226.27,Female,Full-Time,PhD,Car,North,Single,2018,48,5/1/2018
69,28981.29,539,8825.94,24.47,4,3.2,1940.54,0,5819.73,Male,Part-Time,High School,Business,South,Single,2012,48,7/5/2012
57,42840.81,662,11423.67,28.09,,4.6,6778.67,7,9872.83,Female,Self-Employed,High School,Car,East,Single,2016,36,12/1/2016
50,22666.92,567,20429.14,15.25,3,1.3,20549.61,4,,Male,Part-Time,,Business,East,Married,2011,24,1/12/2011
45,85412.44,582,13907.5,22.72,1,,2267,2,16866.07,Male,Part-Time,Bachelor,Car,West,Divorced,2018,36,16/11/2018
54,52051.07,712,17569.31,20.28,0,3,4508.95,2,10063.27,Male,Part-Time,Bachelor,Car,Central,Married,2016,36,9/2/2016
49,125243.9,720,7554.68,22.64,,6.3,,7,46403.05,Female,Retired,High School,Education,North,Divorced,2024,36,20/12/2024
21,24195.28,594,22623.65,23.14,5,1.1,1441.05,6,8604.11,Female,Full-Time,Bachelor,Car,North,Married,2012,60,2/1/2012
47,68357.13,541,12205.15,62.49,5,0,1004.56,1,14008.58,Female,Full-Time,Bachelor,Education,West,Married,2021,84,16/11/2021
30,47338.19,804,7150.29,22.85,0,,2511.85,3,15727.59,Male,Part-Time,PhD,Personal,Central,Single,2020,36,19/8/2020
54,69869.24,621,22914.53,15.98,2,15.6,10144.65,0,24428.65,Male,Unemployed,High School,Personal,West,Married,2018,24,1/3/2018
58,23067.46,655,14198.21,35.88,2,6.4,4243.17,4,8845.82,Male,Retired,PhD,Car,South,Married,2020,60,23/10/2020
23,71251.37,610,22430.09,47.83,4,2.5,556.05,5,21188.42,Male,Full-Time,,Education,South,Married,2015,60,13/3/2015
34,26689.46,753,5465.22,6.51,1,12.4,3259.08,9,9386.25,Male,Full-Time,Bachelor,Personal,West,Single,2015,84,5/6/2015
55,36139.49,656,10154.02,12.57,5,2.4,25466.35,8,6880.8,Female,Self-Employed,Master,Medical,West,Single,2014,36,8/3/2014
23,34196.63,728,8889.39,24.74,4,3.7,2775.88,3,6312.09,Female,Self-Employed,Bachelor,Medical,South,Married,2020,60,23/4/2020
65,58612.15,626,5331.77,21.27,4,4.5,4035.06,9,15401.43,Female,Full-Time,High School,Education,West,Divorced,2015,48,21/8/2015
44,79209.78,534,18115.88,28.08,3,11.2,13756.19,9,14638.48,Male,Part-Time,High School,Personal,West,Married,2017,36,5/2/2017
32,37145,596,3351.07,25.98,6,3,3255.65,2,6297.16,Male,Full-Time,Bachelor,Education,South,Single,2016,36,12/10/2016
38,19019.36,723,2367.21,39.89,3,0.2,3948.54,6,4199.86,Male,Full-Time,Bachelor,Personal,West,Married,2020,60,3/1/2020
53,34476.06,556,3670.92,26.38,5,3.4,8945.38,6,10324.5,Male,Unemployed,High School,Home,West,Single,2023,48,3/10/2023
74,29202.27,683,2511.27,50.55,2,4.7,10249.13,7,10559.72,Male,Self-Employed,High School,Car,South,Married,2021,60,5/7/2021
22,47783.14,660,4071.78,54.74,2,5.8,8752.77,2,12486.78,Male,Retired,Master,Home,West,Married,2017,24,4/10/2017
24,95141.34,751,30798.97,39.54,2,3.4,1115.16,9,27750.94,Female,Full-Time,Bachelor,Home,North,Married,2013,48,16/3/2013
49,45956.73,637,7170.27,25.95,2,0.3,20312.17,7,8800.48,Female,Part-Time,,Car,South,Married,2021,24,28/6/2021
25,42134.7,614,31619.99,14.85,1,14.3,21468.9,2,8549.52,Male,Full-Time,Bachelor,Business,South,Married,2019,12,19/1/2019
28,72560.08,617,11352.57,19.84,5,1,2468.72,7,14793.99,Male,Full-Time,Master,Medical,South,Divorced,2023,48,5/2/2023
18,27686.02,670,10499.5,19.04,6,10.3,59835.59,9,5199.83,Male,Self-Employed,Bachelor,Home,North,,2020,84,7/12/2020
64,70899.95,702,9599.97,28.21,5,1,3625.04,6,21254.47,Male,Full-Time,Master,Education,Central,Divorced,2014,60,23/5/2014
61,70038.36,481,22088.85,28.97,5,4.5,32981.19,6,11851.08,Female,Retired,Bachelor,Home,South,Divorced,2019,48,5/1/2019
59,179172.6,480,7942.1,31.5,6,1.8,15063.55,6,60780.54,Female,Retired,Master,Business,West,Married,2022,24,11/9/2022
73,22121.18,668,8314.03,21.85,5,9.9,8623.67,0,6147.08,Male,Self-Employed,High School,Medical,East,,2018,48,12/10/2018
54,111645,612,15578.5,8.11,4,2.3,11533.26,5,33935.56,Male,Full-Time,Master,Car,West,Married,2016,48,12/2/2016
73,143861.08,611,29192.11,16.07,6,0.6,6520.86,2,45546.16,Female,Full-Time,Bachelor,Business,North,Married,2020,48,15/1/2020
56,86858.68,558,9545.87,6.83,6,0.1,1160.17,4,,Non-Binary,Self-Employed,High School,Home,East,Single,2020,36,8/9/2020
71,45956.96,672,6110.64,2.82,1,0.1,2744.16,3,,Female,Self-Employed,Master,Medical,North,Single,2019,60,2/5/2019
39,30023.88,636,10101.84,43.23,2,2.6,2384.06,5,5585.9,Male,Unemployed,Bachelor,Car,Central,Single,2013,48,23/9/2013
65,43039.28,624,14464.62,33.33,6,,1268.3,3,10580.18,Female,Retired,Bachelor,Car,Central,,2018,36,16/2/2018
25,43727.13,565,12503.69,38.52,6,2.1,2565.52,9,15547.76,Female,Unemployed,Bachelor,Home,North,Single,2022,36,19/11/2022
23,92850.02,591,9635.87,21.44,6,2.5,11677.76,6,16936.03,Female,Part-Time,Bachelor,Personal,South,Divorced,2017,48,8/12/2017
37,42153.66,704,9117.66,19.67,1,4,625.35,9,7209.05,Female,Part-Time,,Personal,South,Married,2023,36,8/1/2023
44,71815.29,566,15805.64,19.3,5,5.9,1243.54,1,17428.93,Male,Full-Time,High School,Car,North,Married,2016,36,18/6/2016
62,54013.78,639,14389.75,29.81,4,7.5,,2,18089.01,Male,Full-Time,Master,Business,East,Married,2021,24,5/8/2021
30,24167.93,605,35032.52,22.02,2,1.8,5815.85,5,5178.78,Male,Part-Time,High School,Business,South,Married,2019,84,20/5/2019
37,217795.73,554,5728.65,3.67,4,,768.93,4,85220.75,Male,Unemployed,Master,Education,North,Single,2019,48,7/3/2019
42,,540,5579.26,38.35,2,0.7,11706.42,6,2243,Female,Part-Time,High School,Education,Central,Divorced,2019,12,15/1/2019
65,37884.27,759,3099.71,14.8,6,18.7,48885.58,2,6969.22,Female,Full-Time,,Home,North,Single,2014,48,22/5/2014
34,153366.16,579,6380.08,36.77,5,5,10560.94,0,27750.45,Male,Self-Employed,Master,Business,West,Single,2013,60,21/12/2013
57,31810.69,706,28456.8,14.29,2,7.5,695.22,8,5972.48,Male,Self-Employed,PhD,Car,South,Single,2023,24,24/12/2023
28,65437.36,674,2982.77,32.56,4,7.3,49032.45,8,13313.74,Female,Part-Time,Bachelor,Medical,East,Married,2021,36,13/8/2021
42,48156.12,678,27134.44,35.18,2,2.4,597.17,4,17873.44,Female,Retired,Bachelor,Personal,East,,2015,48,14/5/2015
33,,838,13158.77,16.72,5,0.5,22642.25,4,30191.07,Male,Unemployed,,Personal,South,Divorced,2019,60,7/10/2019
73,22533.28,622,37359.1,54.54,2,2.3,9748.4,1,8418.73,Male,Full-Time,Master,Car,South,Married,2015,48,10/4/2015
57,,753,15587.55,38.43,6,,3210.11,0,40762.01,Male,Self-Employed,Master,Medical,East,Married,2014,24,13/5/2014
25,20160.4,582,51143.47,61.5,5,19.3,5427.61,0,7576.6,Female,Unemployed,High School,Business,South,Married,2019,60,11/9/2019
58,55584.59,799,7238.27,32.33,1,6,21932.41,1,11002.39,Male,Part-Time,High School,Personal,Central,Married,2015,24,11/8/2015
30,30960.04,590,9676.62,42.11,5,3.6,17789.93,3,7609.31,Male,Self-Employed,High School,Home,West,,2024,36,10/3/2024
44,48694.24,692,5241.94,42.76,6,0.1,8025.19,6,,Male,Full-Time,Master,Education,Central,Single,2019,36,12/7/2019
56,51725.67,631,4480.54,27.29,5,2.4,711.35,3,14625.08,Male,Full-Time,,Car,South,Divorced,2015,60,16/4/2015
60,36572.61,742,24174.39,68.77,4,6.4,20243.33,1,8036.34,Female,Full-Time,Master,Business,North,,2014,60,26/6/2014
74,60241.61,581,5786.14,39.39,0,1.1,3773.25,0,11384.72,Male,Self-Employed,,Medical,East,Single,2018,36,14/12/2018
28,18645.57,618,6856.36,7.39,1,4.9,2302.22,6,3576.94,Female,Part-Time,Bachelor,Business,Central,Married,2022,60,8/1/2022
46,42743.14,683,13543.28,24.27,4,3,5701.95,7,8856.23,Female,Part-Time,Master,Home,West,Single,2021,48,11/11/2021
25,70425.2,678,8955.25,28.23,3,11.4,2155.44,3,19984.9,Female,Full-Time,Master,Home,East,,2010,84,10/7/2010
65,42635.62,721,54726.62,26.3,5,3.4,1335.25,0,14600.57,Male,Retired,Master,Home,West,Single,2018,48,10/4/2018
70,55648.21,516,27217.28,16.14,1,1.6,2369.46,6,19428.84,Female,Unemployed,High School,Business,West,Married,2013,48,2/3/2013
62,98018.53,702,9430.9,55.49,6,3,11060.66,2,26143.08,Female,Full-Time,,Home,East,,2018,36,11/10/2018
54,24168.04,635,27141.66,7.21,6,6.7,2336.28,8,4277.84,Male,Self-Employed,PhD,Business,East,Widowed,2022,24,9/1/2022
31,32524.1,681,4578.7,53.91,0,,23710.69,7,11527.5,Male,Part-Time,High School,Home,North,Single,2015,84,3/12/2015
52,,728,61079.52,26.4,3,7.1,1095.75,9,8214,Female,Full-Time,Master,Car,West,Married,2012,60,8/6/2012
72,39995.22,566,7898.35,25.59,6,2.8,541.13,4,11902.86,Male,Full-Time,Master,Home,Central,Single,2017,84,20/7/2017
21,75243.08,535,8957.16,23.81,5,4.9,4017.64,8,30060.5,Male,Self-Employed,,Home,West,Married,2019,36,23/1/2019
37,51061.23,713,9965.87,14.1,3,2.3,8212.49,8,11259.28,Male,Full-Time,Bachelor,Home,South,Widowed,2015,48,3/2/2015
25,20566.06,666,16699.42,19.52,5,5.8,5798.03,4,4847.6,Male,Part-Time,,Personal,South,Single,2017,60,27/7/2017
60,109409.66,850,54020.78,32.75,3,2.5,6746.88,5,21073.64,Female,Self-Employed,High School,Personal,Central,Married,2018,48,18/12/2018
65,,629,9562.12,9.21,5,10.4,14479.16,3,7710.78,Female,Part-Time,Master,Personal,West,Widowed,2012,60,25/11/2012
26,42249.56,676,12181.65,25.65,6,,982.5,1,15999.85,Male,Retired,PhD,Car,North,,2013,60,6/1/2013
43,42968.19,666,15623.19,17.48,5,,79643.34,5,11738.91,Male,Part-Time,Bachelor,Home,East,Married,2019,48,23/10/2019
54,,780,13837.32,12.61,4,21.1,,0,41307.59,Female,Part-Time,Bachelor,Home,West,Divorced,2015,36,6/4/2015
32,80934.56,761,11661.65,9.17,,1.1,4546.97,2,21983.04,Male,Self-Employed,High School,Car,Central,Married,2022,84,13/8/2022
58,108227.69,605,18442.75,1,5,18.9,4013.54,3,30875.87,Female,Unemployed,Bachelor,Personal,North,Widowed,2012,24,9/2/2012
70,55533.04,680,15684.37,51.36,6,0.9,2398.67,9,19395.74,Male,Full-Time,Bachelor,Home,West,Married,2012,48,5/4/2012
53,41409.77,561,16483.5,24.72,4,2.8,2309.19,1,11935.75,Female,Full-Time,Master,Car,Central,Married,2022,60,21/2/2022
38,35584.14,586,4839.31,18.23,1,0.9,3014.4,2,13432.67,Female,Full-Time,High School,Personal,Central,Widowed,2015,48,5/10/2015
24,35634.86,702,5753.31,20.57,3,2.1,1484.45,1,7761.59,Male,Full-Time,PhD,Business,East,Single,2017,36,15/5/2017
60,51828.64,585,34238.88,30.11,0,0.3,1008.65,5,10508.74,Male,Full-Time,,Home,North,Married,2021,84,3/3/2021
52,57331.98,677,35935.29,2.56,0,2.3,,3,,Female,Self-Employed,High School,Car,East,Single,2016,36,14/7/2016
71,29488.05,706,10494.04,32.25,5,19.1,413.42,3,,Female,Self-Employed,Master,Education,South,Single,2019,36,7/10/2019
24,,621,18293.34,8.55,0,0.7,,5,15706.47,Male,Unemployed,PhD,Home,North,Single,2019,36,24/3/2019
46,28231.34,536,22044,24.54,1,11.6,5611,1,4928.25,Male,Full-Time,PhD,Home,East,Married,2019,36,25/8/2019
61,56179.84,561,28609.05,25.86,2,1,26184.38,6,11916.23,Male,Full-Time,Bachelor,Home,Central,,2015,36,2/12/2015
28,,532,11267.2,13.04,6,3.2,13125.46,6,7033.73,Female,Self-Employed,Master,Education,North,,2023,36,19/10/2023
64,59944.34,643,25200.21,37.22,4,7,7269.96,9,10808.24,Male,Unemployed,Master,Medical,Central,Single,2015,36,7/9/2015
24,43583.35,661,18205.48,12.48,3,3,785.24,7,9437.26,Female,Unemployed,High School,Car,West,Married,2023,36,7/10/2023
70,119966.89,527,12220.43,17.18,0,12.3,2045.14,0,35552.47,Male,Unemployed,,Personal,East,Divorced,2017,48,2/6/2017
61,18026.02,645,4192.33,26.82,5,,14349.66,8,3458.63,Male,Full-Time,,Home,East,Divorced,2018,24,22/11/2018
53,28451.87,735,11510.56,5.52,3,4.1,1532.37,3,5843.27,Male,Unemployed,Bachelor,Car,South,Married,2011,36,5/2/2011
26,10600.06,621,27205.83,34.71,,0.1,1376.39,5,1975.05,Male,Unemployed,Bachelor,Medical,South,Single,2016,60,23/12/2016
45,60395.69,754,11767.41,10.09,5,9.8,719.65,1,13458.89,Male,Self-Employed,PhD,Car,North,Married,2017,36,20/4/2017
72,88781.5,688,10062.17,48.13,4,1.2,3048.75,4,27428.83,Male,Unemployed,High School,Car,Central,Married,2012,48,10/7/2012
32,39941.99,516,6397.31,35.94,0,,,0,7350.43,Female,Full-Time,High School,Car,South,Married,2022,36,23/9/2022
74,49064.18,703,8621.32,44.54,4,6.7,798.42,5,16334.36,Male,Unemployed,Bachelor,Business,East,Divorced,2017,48,5/11/2017
70,75757.27,793,32160.1,32.38,2,7.6,2391.62,0,17594.54,Male,Full-Time,Master,Education,South,Divorced,2011,60,10/2/2011
67,88492.81,796,1898.97,60.72,6,3.6,37033.72,1,16588.72,Female,Full-Time,,Medical,North,Single,2011,36,6/5/2011
26,61246.81,642,7813.54,3.41,0,2.1,29590.3,7,14760.75,Female,Retired,,Business,South,Single,2018,48,7/6/2018
34,210360.02,516,28153.7,27.17,4,4.1,,8,79761.48,Male,Retired,Bachelor,Home,Central,Married,2019,36,23/10/2019
58,17060.28,672,19690.49,38.21,0,1.3,16555.95,0,3442.41,Male,Part-Time,Bachelor,Car,Central,Single,2017,84,11/6/2017
46,40291.38,642,2498.47,28.03,5,0.2,5123.14,4,10398.67,Female,Self-Employed,Master,Business,West,Divorced,2021,48,18/8/2021
31,88654.16,731,9553.21,34.16,0,15.4,30711.92,0,31295.91,Female,Self-Employed,,Car,Central,Single,2015,36,8/5/2015
68,23729.62,673,43520.65,62.81,1,16,27869.15,3,4221.75,Male,Self-Employed,High School,Car,East,Single,2019,84,2/5/2019
29,68233.78,606,6346.77,40.85,3,3.4,1683.09,2,23961.42,Male,Full-Time,High School,Business,South,Single,2018,12,11/9/2018
62,48131.08,519,24585.38,73.8,3,17,4244.87,0,,Male,Part-Time,,Car,North,Married,2021,12,27/8/2021
44,18935.39,640,19177.5,11.08,1,15.4,2281.59,2,5595.88,Female,Full-Time,Bachelor,Car,Central,Widowed,2022,36,15/2/2022
25,66076.03,605,53151.05,11.79,4,5.5,8624.35,0,14046.81,Female,Full-Time,High School,Education,West,Single,2012,36,26/9/2012
38,39424.02,585,4301.85,29.14,6,0.6,7657.78,6,9272.26,Female,Full-Time,High School,Business,Central,Single,2014,36,19/5/2014
45,75056.36,575,4605.07,36.24,1,3.6,24501.15,5,12981.13,Male,Self-Employed,Bachelor,Medical,West,Married,2020,48,6/8/2020
32,149231.59,667,12302.54,36.82,0,1.2,2495.78,7,45328.04,Male,Full-Time,High School,Home,North,Married,2013,36,21/2/2013
55,69495.51,428,11046.67,26.36,5,8.9,3223.25,4,26041.91,Female,Full-Time,,Car,East,Single,2024,48,27/11/2024
30,90380.36,732,10416.33,66.84,3,4.2,,6,23255.8,Female,Full-Time,Bachelor,Business,East,Married,2011,36,6/10/2011
68,24578.16,560,24440.45,13.28,0,0.5,40444.49,1,,Male,Part-Time,High School,Personal,South,Married,2023,60,2/4/2023
58,82624.65,528,74170.55,35.18,3,13.9,656.71,1,22065.75,Male,Self-Employed,,Home,South,Widowed,2015,60,17/6/2015
40,23760.78,594,26109.4,30.21,0,2.6,2252.19,8,5654.19,Female,Unemployed,High School,Education,East,Single,2020,84,19/4/2020
65,33696.91,605,14691.92,13.34,,1.2,9021.04,8,11904.71,Female,Full-Time,Master,Medical,North,Single,2018,48,10/5/2018
46,34986.53,686,111135.17,32.58,3,9.1,1853.76,6,12375.34,Female,Full-Time,,Car,East,,2016,60,22/5/2016
21,44419.36,705,11017.74,23.59,1,1.1,14505.71,2,11340.83,Male,Unemployed,High School,Home,North,Single,2020,60,7/8/2020
47,40811.98,716,6478.67,39.96,6,15.7,33007.9,7,9125.85,Female,Full-Time,Master,Medical,Central,Married,2011,12,13/3/2011
40,57291.79,850,10565.38,42.53,3,7.4,1693.63,4,12485.37,Male,Part-Time,,Home,West,Married,2017,36,4/2/2017
27,62879.7,717,10912.8,33.91,3,2.1,7098.08,5,13619.26,Female,Unemployed,Bachelor,Business,South,Married,2021,48,26/10/2021
25,20414.12,706,33581.58,22.5,4,1.6,83714.59,7,4295.18,Female,Full-Time,High School,Personal,North,Divorced,2016,36,8/3/2016
74,30228.32,740,18928.75,26.87,6,10.7,2626.66,4,10688.84,Female,Full-Time,Master,Business,Central,Married,2013,60,24/12/2013
41,37324.62,672,2073.17,34.8,4,1.3,3986.06,3,9759.88,Female,Self-Employed,Bachelor,Car,North,Married,2013,36,21/12/2013
56,35761.91,712,9130.87,16.56,5,4.5,10875.61,6,10560.06,Female,Full-Time,Bachelor,Car,West,Single,2023,36,16/2/2023
28,25299.72,786,9234.52,33.41,1,6.4,27836.61,9,4331.56,Female,Full-Time,High School,Personal,Central,Widowed,2016,60,15/7/2016
19,91398.7,448,9548.11,17.52,4,0.9,21479.69,4,17307.78,Female,Self-Employed,Bachelor,Car,North,,2015,12,4/3/2015
51,,631,15682.48,22.67,0,6.5,5838.3,6,,Male,Full-Time,High School,Car,East,Married,2024,48,27/4/2024
56,53475.88,724,9115.8,48.02,2,,18072.82,4,11958.38,Female,Part-Time,PhD,Personal,East,Divorced,2017,24,27/3/2017
58,161393.48,672,9336.63,12.29,3,5.2,12797.53,3,,Male,Part-Time,Bachelor,Home,South,Married,2020,36,22/6/2020
24,30011.69,644,7365.44,18.49,,7.7,1304.62,4,6794.14,Male,Full-Time,Bachelor,Car,Central,Single,2022,36,1/5/2022
34,64069.88,776,3112.87,16.9,4,12.8,,0,10873.79,Male,Full-Time,Bachelor,Home,Central,Married,2021,84,7/5/2021
28,,562,4365.54,59.58,5,2.4,856.06,3,9669.81,Male,Unemployed,High School,Business,West,Married,2014,48,23/12/2014
66,52009.5,702,11879.63,9.18,1,12.3,1138.76,7,10742.64,Female,Full-Time,Bachelor,Home,West,Single,2023,48,11/1/2023
45,41880.64,703,31184.17,46.49,3,2.4,,8,12931.93,Female,Full-Time,,Medical,North,Married,2013,60,3/2/2013
33,61353.03,678,16692.15,19.9,2,9.9,1952.87,8,21179.91,Female,Full-Time,PhD,Home,North,Married,2015,36,5/5/2015
21,42955.67,605,10534.09,12.85,5,6.9,346.26,0,14936.63,Male,Full-Time,Bachelor,Business,North,Divorced,2023,84,14/4/2023
59,67587.08,580,25531.32,35.61,4,0.1,2053.3,5,13457.04,Female,Full-Time,Bachelor,Home,North,Married,2022,36,27/9/2022
72,34248.77,760,12611.47,7.09,6,3.5,2980.75,0,9429.65,Male,Full-Time,High School,Home,West,Married,2021,48,21/9/2021
26,40625.73,711,55857.16,9.05,1,5,8085.69,8,11409.25,Male,Full-Time,,Home,West,Married,2015,36,14/2/2015
52,50925.79,616,17030.24,28.92,6,23.5,8616.37,3,14377.04,Male,Retired,Bachelor,Home,North,Single,2020,60,28/8/2020
22,31176.54,596,6615.07,66.16,1,4.2,4017.55,2,10524.14,Male,Full-Time,PhD,Home,East,Single,2014,48,3/5/2014
36,26030.43,841,4782.9,19.66,3,1.5,23805.08,0,8085.65,Non-Binary,Full-Time,High School,Education,West,Single,2016,36,10/10/2016
21,33863.59,553,11642.21,66.19,1,14.7,1469.97,3,9043.77,Female,Self-Employed,PhD,Personal,Central,Single,2016,36,5/2/2016
31,,590,12992.84,60.85,5,5.7,9842.28,2,,Female,Unemployed,High School,Home,East,,2018,36,25/2/2018
39,84922.11,608,34584.09,15.69,3,7.4,279.84,5,14737.39,Non-Binary,Full-Time,Master,Personal,Central,,2011,48,5/3/2011
38,41742.01,555,13534.31,37.8,1,2.5,2022.62,5,11232.85,Male,Retired,High School,Home,West,Single,2014,84,19/4/2014
45,18172.15,636,21916.59,49.53,6,,2579.39,1,3597.88,Female,Self-Employed,Bachelor,Education,West,Married,2014,24,3/9/2014
54,87115.94,547,22941.88,14.5,6,5.6,457.85,5,,Female,Full-Time,,Education,North,Single,2018,24,6/7/2018
43,28832.05,782,49476.68,7.79,5,2.4,5356.37,5,5001.46,Male,Part-Time,High School,Car,Central,Married,2023,48,23/1/2023
54,35949.16,790,10500.72,53,1,6.5,2504.09,2,7618.32,Male,Part-Time,Master,Car,East,Single,2023,24,25/11/2023
41,,605,44265.38,20.25,1,15.3,6910.77,4,24519.45,Male,Full-Time,Master,Business,South,Divorced,2016,12,3/10/2016
73,73139.74,545,7566.54,21.24,1,,463.79,8,14729.69,Female,Full-Time,Bachelor,Personal,East,,2024,84,8/11/2024
64,30461,604,11777.2,33.17,6,2,15734.6,3,6004.26,Female,Retired,,Medical,North,Married,2012,60,2/11/2012
30,44413.42,589,6213.78,30.56,0,,39585.62,3,,Female,Full-Time,High School,Personal,South,Married,2016,60,10/10/2016
33,41680.03,577,8154.89,38.83,6,4.9,29077.11,4,14552.95,Male,Part-Time,Master,Home,Central,Married,2020,60,4/11/2020
71,24018.28,736,5588.51,10.11,4,8.7,2018.09,8,4128.49,Female,Unemployed,High School,Home,East,Married,2018,36,19/4/2018
74,86095.12,608,7169.78,29.24,0,,1756.49,3,16202.85,Male,Self-Employed,High School,Business,South,Single,2018,24,4/11/2018
40,27710.3,796,28202.4,3.5,2,0.4,1021.78,7,6553.56,Male,Unemployed,,Personal,East,Married,2024,60,16/5/2024
35,23285.39,618,12878.92,5.62,2,1.6,11858.92,0,5631.99,Female,Full-Time,Bachelor,Personal,North,Married,2020,36,27/4/2020
41,23609.02,624,30099.34,65.22,,2.9,8603.22,4,8171.99,Male,Part-Time,High School,Car,East,Married,2019,84,3/9/2019
24,101573.85,801,8180.01,14.1,2,0.7,473.43,2,27956.65,Non-Binary,Full-Time,,Home,West,Married,2023,48,22/11/2023
27,63860.75,638,22115.04,22.78,6,6.3,1256.2,6,21384.16,Male,Full-Time,,Car,Central,Widowed,2019,36,7/9/2019
19,43374.55,652,4085.89,60.27,4,4,5272.02,0,7594.28,Female,Full-Time,PhD,Education,North,Widowed,2010,48,14/8/2010
59,27798.93,533,6926.23,4.99,6,3.4,24068.1,2,10000.93,Male,Self-Employed,PhD,Home,North,,2020,60,17/5/2020
71,28767.32,652,5816,10.51,1,18.6,18329.17,3,5824.16,Male,Retired,High School,Car,South,,2020,60,7/4/2020
